parallel recovery slave idle wait	Idle
parallel recovery slave next change	Idle
parallel recovery slave wait for change	Other
Parameter File I/O	User I/O
pending global transaction(s)	Other
pi renounce write complete	Cluster
PING	Idle
pipe get	Idle
pipe put	Concurrency
PL/SQL lock timer	Idle
pmon dblkr tst event	Other
pmon timer	Idle
PMON to cleanup detached branches at shutdown	Other
PMON to cleanup pseudo-branches at svc stop time	Other
pool server timer	Idle
prewarm transfer retry	Other
prior spawner clean up	Other
process diagnostic dump	Other
process shutdown	Other
process startup	Other
process terminate	Other
PX create server	Other
PX Deq Credit: free buffer	Other
PX Deq Credit: need buffer	Idle
PX Deq Credit: send blkd	Idle
PX Deq Credit: send blkd	Other
PX Deq Credit: Session Stats	Other
PX Deq: Execute Reply	Idle
PX Deq: Execution Msg	Idle
PX Deq: Index Merge Close	Idle
PX Deq: Index Merge Execute	Idle
PX Deq: Index Merge Reply	Idle
PX Deq: Join ACK	Idle
PX Deq: kdcph_mai	Idle
PX Deq: kdcphc_ack	Idle
PX Deq: Metadata Update	Idle
PX Deq: Msg Fragment	Idle
PX Deq: OLAP Update Close	Other
PX Deq: OLAP Update Execute	Other
PX Deq: OLAP Update Reply	Other
PX Deq: Par Recov Change Vector	Idle
PX Deq: Par Recov Execute	Idle
PX Deq: Par Recov Reply	Idle
PX Deq: Parse Reply	Idle
PX Deq: reap credit	Other
PX Deq: Signal ACK EXT	Other
PX Deq: Signal ACK RSG	Other
PX Deq: Signal ACK	Other
PX Deq: Slave Join Frag	Other
PX Deq: Slave Session Stats	Other
PX Deq: Table Q Close	Other
PX Deq: Table Q Get Keys	Other
PX Deq: Table Q Normal	Idle
PX Deq: Table Q qref	Other
PX Deq: Table Q Sample	Idle
PX Deq: Test for credit	Other
PX Deq: Test for msg	Other
PX Deq: Txn Recovery Reply	Idle
PX Deq: Txn Recovery Start	Idle
PX Deque wait	Idle
PX hash elem being inserted	Other
PX Idle Wait	Idle
PX Nsq: PQ descriptor query	Other
PX Nsq: PQ load info query	Other
PX qref latch	Other
PX Queuing: statement queue	Scheduler
PX Send Wait	Other
PX server shutdown	Other
PX signal server	Other
PX slave connection	Other
PX slave release	Other
qerex_gdml	Other
queue slave messages	Other
rdbms ipc message block	Other
rdbms ipc message	Idle
rdbms ipc reply	Other
read by other session	User I/O
readable standby redo apply remastering	Other
recovery area: computing applied logs	Other
recovery area: computing backed up files	Other
recovery area: computing dropped files	Other
recovery area: computing identical files	Other
recovery area: computing obsolete files	Other
recovery buffer pinned	Other
recovery instance recovery completion	Other
recovery read	System I/O
reliable message	Other
remote db file read	Network
remote db file write	Network
remote db operation	Network
Replication Dequeue	Other
resmgr:become active	Scheduler
resmgr:cpu quantum	Scheduler
resmgr:I/O prioritization	Scheduler
resmgr:internal state change	Concurrency
resmgr:internal state cleanup	Concurrency
resmgr:large I/O queued	Scheduler
resmgr:sessions to exit	Concurrency
resmgr:small I/O queued	Scheduler
retry contact SCN lock master	Cluster
RF - FSFO Wait for Ack	Other
rfi_drcx_site_del	Other
rfi_insv_shut	Other
rfi_insv_start	Other
rfi_nsv_deldef	Other
rfi_nsv_md_close	Other
rfi_nsv_md_write	Other
rfi_nsv_postdef	Other
rfi_nsv_shut	Other
rfi_nsv_start	Other
rfi_recon1	Other
rfi_recon2	Other
rfm_dmon_last_gasp	Other
rfm_dmon_pdefer	Other
rfm_dmon_shut	Other
rfm_dmon_timeout_op	Other
rfm_pmon_dso_stall	Other
rfrdb_dbop	Other
rfrdb_recon1	Other
rfrdb_recon2	Other
rfrdb_try235	Other
rfrla_lapp1	Other
rfrla_lapp2	Other
rfrla_lapp3	Other
rfrla_lapp4	Other
rfrla_lapp5	Other
rfrld_rhmrpwait	Other
rfrm_dbcl	Other
rfrm_dbop	Other
rfrm_nonzero_sub_count	Other
rfrm_rsm_shut	Other
rfrm_rsm_so_attach	Other
rfrm_rsm_start	Other
rfrm_stall	Other
rfrm_zero_sub_count	Other
rfrpa_mrpdn	Other
rfrpa_mrpup	Other
rfrxpt_pdl	Other
rfrxptarcurlog	Other
RFS announce	Other
RFS attach	Other
RFS close	Other
RFS create	Other
RFS detach	Other
RFS dispatch	Other
RFS ping	Other
RFS random i/o	System I/O
RFS register	Other
RFS sequential i/o	System I/O
RFS write	System I/O
RMAN backup & recovery I/O	System I/O
RMAN Disk slave I/O	System I/O
RMAN Tape slave I/O	System I/O
rollback operations active	Other
rollback operations block full	Other
rolling migration: cluster quiesce	Other
row cache lock	Concurrency
row cache read	Concurrency
RSGA: RAC reconfiguration	Other
RVWR wait for flashback copy	Other
secondary event	Other
securefile chain update	Concurrency
securefile direct-read completion	User I/O
securefile direct-write completion	User I/O
SecureFile mutex	Concurrency
select wait	Other
set director factor wait	Other
SGA: allocation forcing component growth	Other
SGA: MMAN sleep for component shrink	Idle
SGA: sga_target resize	Other
Shared IO Pool IO Completion	User I/O
Shared IO Pool Memory	Concurrency
shared server idle wait	Idle
simulated log write delay	Idle
simulated log write delay	Other
single-task message	Idle
slave exit	Other
smon timer	Idle
sort segment request	Configuration
Space Manager: slave idle wait	Idle
Space Manager: slave messages	Other
SQL*Net break/reset to client	Application
SQL*Net break/reset to dblink	Application
SQL*Net message from client	Idle
SQL*Net message from dblink	Idle
SQL*Net message from dblink	Network
SQL*Net message to client	Network
SQL*Net message to dblink	Network
SQL*Net more data from client	Network
SQL*Net more data from dblink	Network
SQL*Net more data to client	Network
SQL*Net more data to dblink	Network
SQL*Net vector data from client	Network
SQL*Net vector data from dblink	Network
SQL*Net vector data to client	Network
SQL*Net vector data to dblink	Network
SQL*Net vector message from client	Idle
SQL*Net vector message from dblink	Idle
standby query scn advance	Other
Standby redo I/O	System I/O
statement suspended, wait error to be cleared	Configuration
Streams apply: waiting for dependency	Concurrency
Streams apply: waiting to commit	Configuration
Streams AQ: deallocate messages from Streams Pool	Idle
Streams AQ: delete acknowledged messages	Idle
Streams AQ: emn coordinator idle wait	Idle
Streams AQ: emn coordinator waiting for slave to start	Other
Streams AQ: enqueue blocked due to flow control	Other
Streams AQ: enqueue blocked due to flow control	Queueing
Streams AQ: enqueue blocked on low memory	Configuration
Streams AQ: enqueue blocked on low memory	Queueing
Streams AQ: qmn coordinator idle wait	Idle
Streams AQ: qmn coordinator waiting for slave to start	Other
Streams AQ: qmn slave idle wait	Idle
Streams AQ: QueueTable kgl locks	Other
Streams AQ: RAC qmn coordinator idle wait	Idle
Streams AQ: waiting for busy instance for instance_name	Other
Streams AQ: waiting for messages in the queue	Idle
Streams AQ: waiting for time management or cleanup tasks	Idle
Streams capture: filter callback waiting for ruleset	Application
Streams capture: resolve low memory condition	Configuration
Streams capture: waiting for archive log	Idle
Streams capture: waiting for archive log	Other
Streams capture: waiting for database startup	Other
Streams capture: waiting for subscribers to catch up	Configuration
Streams capture: waiting for subscribers to catch up	Queueing
Streams fetch slave: waiting for txns	Idle
Streams miscellaneous event	Other
Streams: apply reader waiting for DDL to apply	Application
Streams: flow control	Queueing
Streams: RAC waiting for inter instance ack	Cluster
Streams: RAC waiting for inter instance ack	Other
Streams: resolve low memory condition	Queueing
Streams: waiting for messages	Idle
SUPLOG PL wait for inflight pragma-d PL/SQL	Other
switch logfile command	Administrative
switch undo - offline	Administrative
Sync ASM rebalance	Other
TCP Socket (KGAS)	Network
test long ops	Other
TEST: action hang	Other
TEST: action sync	Other
TEXT: URL_DATASTORE network wait	Network
transaction	Other
TSE master key rekey	Other
TSE SSO wallet reopen	Other
tsm with timeout	Other
txn to complete	Other
unbound tx	Other
undo segment extension	Configuration
undo segment recovery	Other
undo segment tx slot	Configuration
undo_retention publish retry	Other
unspecified wait event	Other
utl_file I/O	User I/O
virtual circuit status	Idle
virtual circuit wait	Network
VKRM Idle	Idle
VKTM Init Wait for GSGA	Idle
VKTM Logical Idle Wait	Idle
wait active processes	Other
wait for a paralle reco to abort	Other
wait for a undo record	Other
wait for another txn - rollback to savepoint	Other
wait for another txn - txn abort	Other
wait for another txn - undo rcv abort	Other
wait for assert messages to be sent	Other
wait for change	Other
wait for EMON to die	Other
wait for EMON to process ntfns	Configuration
wait for EMON to spawn	Other
wait for FMON to come up	Other
wait for IMR CSS join retry	Other
wait for kkpo ref-partitioning *TEST EVENT*	Other
wait for master scn	Other
wait for membership synchronization	Other
wait for message ack	Other
wait for MTTR advisory state object	Other
wait for possible quiesce finish	Administrative
wait for record update	Other
wait for rr lock release	Other
wait for scn ack	Other
Wait for shrink lock	Other
Wait for shrink lock2	Other
wait for split-brain resolution	Other
wait for stopper event to be increased	Other
wait for sync ack	Other
Wait for Table Lock	Application
wait for tmc2 to complete	Other
Wait for TT enqueue	Other
wait for unread message on broadcast channel	Idle
wait for unread message on multiple broadcast channels	Idle
wait for verification ack	Other
wait for votes	Other
wait list latch activity	Other
wait list latch free	Other
Wait on stby instance close	Other
waiting to get CAS latch	Other
waiting to get RM CAS latch	Other
watchdog main loop	Idle
WCR: capture file IO write	Other
WCR: RAC message context busy	Other
WCR: replay client notify	Idle
WCR: replay clock	Idle
WCR: replay lock order	Application
WCR: replay paused	Idle
WCR: Sync context busy	Other
write complete waits	Configuration
write complete waits: flash cache	Configuration
writes stopped by instance recovery or database suspension	Other
xdb schema cache initialization	Other
XDB SGA initialization	Other
